col1,FieldID,ra,dec,mtot_all,ntns,mtot,sfrtot,ngal,flux,mindist,BGLT_orig,score,selected
8014,8015,69.1703,-2.65117,2.316617973888E12,0.4688641576627114,7.48824952832E11,24.421117782592773,15.0,3.126351845247843E-5,39.8365,true,2.9641574577110426,true
8192,8193,348.99564,-2.65117,1.439990349312E12,0.0,1.119097716736E12,34.985595703125,21.0,2.7169075109680523E-5,49.329,true,3.27849373514508,true
8210,8211,18.0786,-1.07732,5.31888189888E11,0.9202752827049554,6.6297921536E11,34.85622024536133,16.0,2.8067726816185817E-5,57.4444,false,2.850257980838327,true
8212,8213,21.22271,-1.07732,2.440606917952E12,0.4601376413524777,8.84686389248E11,28.133115768432617,37.0,3.889577055739396E-5,60.256,true,4.0579487430170555,true
8213,8214,22.79476,-1.07732,7.09028889984E11,0.4601376413524777,5.4822518784E11,16.56277847290039,13.0,3.0225517547613455E-5,45.9198,false,2.6677800545566566,true
8225,8226,41.65939,-1.07732,5.9021953344E11,0.0,5.50068092928E11,26.783161163330078,16.0,7.722964067170898E-5,14.2885,false,3.868116454922415,true
8440,8441,18.86463,0.49654,3.9876469222225E11,0.4520710691548853,3.76861229056E11,17.548847198486328,11.0,4.1778330341232185E-5,12.3548,false,2.711344529316813,true
8441,8442,20.43668,0.49654,1.40606412416E11,0.4520710691548853,4.1009577984E11,36.32184982299805,17.0,2.9001710572028493E-5,22.6657,false,2.7298421781580533,true
8452,8453,37.72926,0.49654,1.117156461568E12,0.9041421383097706,3.90168379392E11,29.90048599243164,20.0,2.2274067295362652E-5,82.4527,true,2.562810879660736,true
8454,8455,40.87336,0.49654,6.13205894832E11,0.4520710691548853,9.58859378688E11,63.68613815307617,20.0,5.958217657029122E-4,10.4135,false,6.521605822280318,true
8455,8456,42.44542,0.49654,8.34705915648E11,0.0,9.03025328128E11,43.89875793457031,18.0,3.7061516155275574E-5,30.1971,false,3.3885528967334295,true
8650,8651,348.99564,0.49654,9.40969253376E11,0.4520710691548853,9.8133016576E11,50.30426788330078,16.0,1.920970316775391E-5,61.8762,true,2.6088567496951978,true
8670,8671,21.22271,2.07039,2.15921740760625E12,0.44465275253136805,6.0448669696E11,44.1585807800293,23.0,1.750038063569276E-5,64.6828,true,2.6124611566305003,true
8681,8682,38.51528,2.07039,5.35981793408E11,0.0,4.1817341952E11,30.577693939208984,20.0,2.1172781986574964E-5,89.5165,false,2.537861229659482,true
8682,8683,40.08733,2.07039,1.871404419584E12,0.44465275253136805,6.22634532864E11,31.970684051513672,24.0,2.5799905395725438E-5,50.0084,true,3.083700971180905,true
8776,8777,187.86026,2.07039,1.03324845056E11,0.0,1.68800960512E11,13.77030086517334,4.0,2.2218318238290106E-7,13.8224,false,-4.201727146369333,true
8899,8900,20.43668,3.64424,6.40680433552E11,0.0,4.31621865472E11,31.515188217163086,13.0,5.5260406950837255E-5,27.7971,false,3.219025339146981,true
8933,8934,73.88646,3.64424,7.60914128384E11,0.8757418496529927,7.24235190272E11,40.20349884033203,11.0,2.7678902435008216E-5,60.8441,true,2.5480371555787222,true
8966,8967,125.76419,3.64424,1.62059354179325E12,0.8757418496529927,8.35345711104E11,33.491783142089844,29.0,2.9428907181159935E-5,39.3016,true,3.5185975810164045,true
9028,9029,223.23143,3.64424,1.394035845888E12,1.313612774479489,7.6876054528E11,30.443572998046875,20.0,1.4878318138626915E-5,19.297,true,2.4192356796296064,true
9136,9137,33.79913,5.21809,2.72386666544E11,0.43171424252180257,5.44063881216E11,72.41065216064453,8.0,5.5249922279832304E-5,16.389,false,2.897659047913752,true
9247,9248,208.29694,5.21809,1.52963956808E11,0.43171424252180257,1.5155740672E11,8.857515335083008,9.0,1.9203882781686835E-6,16.3218,false,-1.2024651995609474,true
9372,9373,44.21053,6.79195,2.2126829005000547E12,0.42617194972947525,1.651695812608E12,80.53919219970703,41.0,2.3301554337568594E-5,67.2977,true,3.861960010558329,true
9394,9395,78.94737,6.79195,4.327632247808E12,0.8523438994589505,1.75706472448E12,45.03879165649414,52.0,2.6547501176826228E-5,61.4753,true,4.236853568850773,true
9511,9512,263.68423,6.79195,7.51028041728E11,0.42617194972947525,6.5198751744E11,34.23870849609375,7.0,5.193234602570202E-5,25.5747,false,2.793030216451303,true
9690,9691,187.92952,8.3658,4.11945015584E11,0.0,2.74505744384E11,20.189617156982422,15.0,9.175887183090064E-8,15.0324,false,-3.802645881577444,true
9717,9718,230.7489,8.3658,1.9100574519565E12,0.4212342307017,1.01251612672E12,65.2831039428711,41.0,1.3315707664366775E-5,45.4988,true,3.041880292560238,true
9792,9793,349.69162,8.3658,2.98975435776E11,0.0,3.72915798016E11,10.911688804626465,15.0,3.0065610186721037E-5,33.4195,true,2.6189683559739656,true
9875,9876,121.06194,9.93965,1.524716906592E12,0.0,8.49188814848E11,39.8548698425293,33.0,2.9262230563706472E-5,55.795,false,3.631800714678043,true
10171,10172,234.40001,11.5135,3.34094669824E11,0.0,3.66946582528E11,9.632967948913574,13.0,4.47065862134863E-5,28.5486,false,2.918418323190018,true
10173,10174,237.60001,11.5135,6.14922247168E11,0.0,1.062285082624E12,54.235076904296875,21.0,1.5924360695078828E-5,66.837,false,2.6758346873612098,true
10267,10268,27.32143,13.08736,9.64677167488E11,0.0,4.47242207232E11,27.887676239013672,19.0,2.409043553740779E-5,59.712,false,2.662661613532391,true
10366,10367,186.42856,13.08736,6.36953029424E11,0.40996567418970786,3.64328615936E11,18.420637130737305,15.0,1.870900394126643E-7,11.1509,false,-2.9061975317567317,true
10401,10402,242.67856,13.08736,1.10352859136E12,0.0,1.028493934592E12,53.38823699951172,20.0,1.4424538582049108E-5,131.1331,false,2.512016550329358,true
10458,10459,334.28571,13.08736,1.071935177728E12,0.0,1.273463963648E12,26.548358917236328,20.0,1.5348410639726944E-5,76.913,true,2.672205176262283,true
10465,10466,345.53571,13.08736,5.38476923776E11,0.8199313483794157,5.65684011008E11,60.48350524902344,14.0,5.218750809830706E-5,34.7202,false,3.3387463755385607,true
10623,10624,241.34528,14.66121,9.98329794688E11,0.40736994579087066,1.08078465024E12,57.38849639892578,36.0,2.404697420908222E-5,64.2688,true,3.5989952635402034,true
10680,10681,333.36322,14.66121,9.99145681536E11,0.0,1.032868397056E12,47.92219161987305,25.0,1.821377731592572E-5,85.6308,true,2.9609250630748996,true
10712,10713,24.43439,16.23506,0.0,0.0,4.8413437952E10,3.278470993041992,2.0,2.627317734489956E-4,10.0434,false,2.3358074086745013,true
10722,10723,40.72398,16.23506,6.0426177792E11,0.4053475417060137,7.47610308608E11,62.52495574951172,19.0,1.926570614954584E-5,105.7337,false,2.643144812824575,true
10841,10842,234.57014,16.23506,3.7560817649E11,0.8106950834120275,4.60869697536E11,29.967876434326172,9.0,3.7649353043996427E-5,35.3095,false,2.5114569673278915,true
10845,10846,241.08598,16.23506,3.5020316717555E12,1.2160426251180412,2.022440566784E12,76.97471618652344,80.0,3.477983079100326E-5,67.877,true,4.965374403809493,true
10909,10910,345.33939,16.23506,3.5646220064E11,0.4053475417060137,4.22060982272E11,40.65595245361328,13.0,5.7132074254639405E-5,23.9229,false,3.245461889900337,true
11000,11001,135.61644,17.80891,7.352543339365E11,0.0,7.55267141632E11,35.23759460449219,22.0,2.0957850977813186E-5,48.8171,false,2.8663128223818113,true
11002,11003,138.90411,17.80891,2.058506653952E12,1.2116901830168803,1.072337125376E12,46.825679779052734,29.0,2.047914408358163E-5,109.0655,true,3.2334068416148174,true
11064,11065,240.82191,17.80891,3.074038936064E12,1.2116901830168803,1.62272772096E12,94.41688537597656,55.0,2.0541691721032753E-5,62.1772,true,3.972561552409678,true
11155,11156,29.86175,19.38277,3.05814421504E11,0.8060349903191057,2.58201223168E11,11.163227081298828,4.0,1.0728718176862659E-4,31.2218,false,2.6924478713255056,true
11220,11221,137.69586,19.38277,1.224196876416E12,0.4030174951595529,9.84181374976E11,31.64957618713379,24.0,1.8848798589767922E-5,58.4749,true,2.9417068098809285,true
11221,11222,139.35484,19.38277,1.9187049969555E12,0.4030174951595529,8.84339638272E11,43.89091110229492,36.0,1.82181262783265E-5,103.276,true,3.210483363247656,true
11428,11429,124.74419,20.95662,8.34796625312E11,0.4027116603657494,9.20150867968E11,37.610469818115234,30.0,5.996760737651603E-5,53.2108,false,4.362893353167083,true
11429,11430,126.4186,20.95662,7.6160009408E11,0.8054233207314988,9.5674171392E11,44.95296096801758,36.0,5.632232092422155E-5,57.2101,false,4.470101068300178,true
